detail_id,order_id,item_id,quantity,note
2577,1311,28,3,
2578,1311,29,2,Nhiều hành
2579,1312,11,3,
2580,1313,3,2,
2581,1313,1,1,
2582,1314,16,3,
2583,1314,18,2,
2584,1315,26,1,Ít cay
2585,1315,25,3,Đóng gói kỹ
2586,1316,2,2,
2587,1316,3,1,
2588,1316,1,1,
2589,1317,16,2,Nhiều hành
2590,1318,24,1,
2591,1318,23,3,Nhiều hành
2592,1318,22,3,
2593,1319,10,2,
2594,1319,12,2,Đóng gói kỹ
2595,1319,11,2,Đóng gói kỹ
2596,1320,2,1,Đóng gói kỹ
2597,1320,1,3,
2598,1320,3,2,Nhiều hành
2599,1321,21,1,
2600,1322,24,3,
2601,1322,22,2,Nhiều hành
2602,1323,17,2,Đóng gói kỹ
2603,1323,18,1,Ít cay
2604,1323,16,3,Nhiều hành
2605,1324,25,3,
2606,1325,25,3,
2607,1325,27,1,Đóng gói kỹ
2608,1325,26,2,
2609,1326,21,2,
2610,1327,15,3,Ít cay
2611,1328,6,2,Đóng gói kỹ
2612,1328,5,1,
2613,1329,28,3,Nhiều hành
2614,1329,30,2,
2615,1330,20,1,Ít cay
2616,1330,21,2,Ít cay
2617,1331,21,3,
2618,1331,20,3,
2619,1331,19,2,Đóng gói kỹ
2620,1332,10,1,
2621,1332,12,2,Nhiều hành
2622,1332,11,1,
2623,1333,23,2,
2624,1333,22,3,Ít cay
2625,1334,22,1,Đóng gói kỹ
2626,1334,23,1,Ít cay
2627,1335,2,2,
2628,1335,3,2,
2629,1335,1,2,
2630,1336,20,3,
2631,1336,19,1,Nhiều hành
2632,1337,8,1,Ít cay
2633,1337,9,2,
2634,1338,19,2,Nhiều hành
2635,1338,21,2,
2636,1338,20,3,
2637,1339,27,3,
2638,1339,25,1,Nhiều hành
2639,1340,20,1,
2640,1340,19,2,
2641,1340,21,2,
2642,1341,8,1,Đóng gói kỹ
2643,1341,7,1,
2644,1341,9,3,Đóng gói kỹ
2645,1342,23,1,Nhiều hành
2646,1342,22,3,
2647,1343,13,1,Đóng gói kỹ
2648,1343,15,1,Ít cay
2649,1344,17,1,Nhiều hành
2650,1344,18,2,
2651,1345,16,2,
2652,1345,18,3,
2653,1346,17,1,
2654,1347,4,1,
2655,1347,5,3,Ít cay
2656,1347,6,2,
2657,1348,19,2,
2658,1349,21,3,
2659,1350,19,1,
2660,1350,20,2,
2661,1350,21,2,
2662,1351,25,3,Đóng gói kỹ
2663,1351,26,2,Nhiều hành
2664,1352,15,3,Nhiều hành
2665,1352,13,1,Đóng gói kỹ
2666,1353,1,2,Ít cay
2667,1353,2,3,Đóng gói kỹ
2668,1353,3,1,Nhiều hành
2669,1354,27,1,Ít cay
2670,1354,25,2,
2671,1355,6,2,
2672,1356,6,2,
2673,1357,28,3,Nhiều hành
2674,1357,29,2,
2675,1357,30,2,
2676,1358,1,2,Đóng gói kỹ
2677,1358,3,3,Ít cay
2678,1358,2,2,Ít cay
2679,1359,1,2,
2680,1360,2,2,
2681,1360,3,2,
2682,1361,17,3,
2683,1362,28,1,Đóng gói kỹ
2684,1362,30,3,Đóng gói kỹ
2685,1363,21,2,
2686,1363,20,2,Ít cay
2687,1363,19,3,
2688,1364,29,2,
2689,1364,30,1,
2690,1365,23,2,Ít cay
2691,1365,22,3,
2692,1365,24,3,
2693,1366,18,3,
2694,1366,16,1,Nhiều hành
2695,1367,27,2,
2696,1367,26,3,Đóng gói kỹ
2697,1368,20,2,
2698,1369,17,3,Đóng gói kỹ
2699,1369,18,2,Ít cay
2700,1370,8,1,
2701,1370,7,3,Ít cay
2702,1370,9,1,Nhiều hành
2703,1371,16,1,
2704,1371,18,3,
2705,1372,20,1,
2706,1373,12,3,Nhiều hành
2707,1373,10,1,
2708,1373,11,3,
2709,1374,13,2,Ít cay
2710,1374,15,2,Đóng gói kỹ
2711,1375,2,3,
2712,1376,29,1,Đóng gói kỹ
2713,1377,14,1,Ít cay
2714,1378,5,2,Nhiều hành
2715,1378,4,2,
2716,1379,2,3,Đóng gói kỹ
2717,1380,1,2,Ít cay
2718,1380,2,2,Nhiều hành
2719,1380,3,1,
2720,1381,28,3,
2721,1382,4,1,
2722,1382,6,2,
2723,1383,7,1,
2724,1383,9,1,
2725,1383,8,1,Đóng gói kỹ
2726,1384,10,1,
2727,1384,12,1,
2728,1384,11,3,Ít cay
2729,1385,22,3,Ít cay
2730,1385,23,1,
2731,1385,24,2,
2732,1386,4,2,
2733,1387,21,2,
2734,1387,20,2,
2735,1387,19,1,Ít cay
2736,1388,15,2,
2737,1388,14,3,Nhiều hành
2738,1388,13,2,Nhiều hành
2739,1389,3,2,Ít cay
2740,1390,2,3,Nhiều hành
2741,1391,4,1,Ít cay
2742,1391,6,2,
2743,1392,10,1,
2744,1393,26,3,
2745,1393,25,1,
2746,1394,28,1,
2747,1394,30,2,Ít cay
2748,1394,29,2,
2749,1395,1,2,
2750,1396,5,2,
2751,1396,6,1,
2752,1396,4,1,Nhiều hành
2753,1397,16,1,
2754,1398,19,1,Nhiều hành
2755,1399,21,1,
2756,1399,19,1,
2757,1400,26,1,
2758,1400,27,2,
2759,1400,25,3,Nhiều hành
2760,1401,22,1,
2761,1402,18,1,
2762,1402,16,2,Đóng gói kỹ
2763,1403,5,1,Đóng gói kỹ
2764,1404,18,1,
2765,1405,4,3,Ít cay
2766,1405,5,2,Đóng gói kỹ
2767,1406,15,3,
2768,1407,20,1,Đóng gói kỹ
2769,1407,21,3,
2770,1407,19,3,
2771,1408,14,2,
2772,1408,13,2,
2773,1408,15,1,
2774,1409,15,3,Nhiều hành
2775,1409,14,1,Đóng gói kỹ
2776,1410,13,2,
2777,1410,14,2,Ít cay
2778,1410,15,1,
2779,1411,18,1,
2780,1411,17,3,Nhiều hành
2781,1412,21,2,Đóng gói kỹ
2782,1412,20,1,
2783,1412,19,1,Đóng gói kỹ
2784,1413,13,1,Nhiều hành
2785,1413,15,3,
2786,1413,14,3,
2787,1414,1,2,
2788,1414,2,3,Ít cay
2789,1415,20,3,
2790,1416,14,2,Nhiều hành
2791,1416,15,2,
2792,1417,16,3,Nhiều hành
2793,1417,18,3,Ít cay
2794,1418,9,2,Ít cay
2795,1418,7,1,
2796,1419,30,1,Đóng gói kỹ
2797,1419,28,1,
2798,1420,5,2,
2799,1420,6,1,
2800,1421,12,1,
2801,1421,10,2,Nhiều hành
2802,1421,11,3,Đóng gói kỹ
2803,1422,24,1,
2804,1422,23,1,Đóng gói kỹ
2805,1423,16,2,
2806,1424,18,3,Đóng gói kỹ
2807,1425,18,1,Đóng gói kỹ
2808,1425,16,2,
2809,1426,14,2,Nhiều hành
2810,1427,6,2,Nhiều hành
2811,1427,5,1,
2812,1427,4,3,
2813,1428,30,1,Ít cay
2814,1428,28,3,Ít cay
2815,1428,29,2,Đóng gói kỹ
2816,1429,28,2,
2817,1429,30,2,
2818,1429,29,3,
2819,1430,16,1,
2820,1430,18,3,Ít cay
2821,1430,17,2,Ít cay
2822,1431,23,3,
2823,1431,24,2,
2824,1432,29,3,Nhiều hành
2825,1432,30,2,Đóng gói kỹ
2826,1432,28,3,
2827,1433,5,3,
2828,1433,6,1,
2829,1433,4,1,
2830,1434,14,1,Ít cay
2831,1434,13,2,Đóng gói kỹ
2832,1435,9,3,
2833,1435,8,1,
2834,1436,10,3,
2835,1436,12,3,
2836,1437,28,1,Đóng gói kỹ
2837,1437,29,3,
2838,1437,30,1,
2839,1438,11,2,Đóng gói kỹ
2840,1438,12,2,Nhiều hành
2841,1438,10,2,
2842,1439,12,1,
2843,1439,10,1,
2844,1439,11,3,
2845,1440,19,1,
2846,1441,7,1,
2847,1441,8,3,
2848,1442,25,1,
2849,1443,17,2,Ít cay
2850,1443,16,2,
2851,1444,1,1,Ít cay
2852,1444,2,2,
2853,1444,3,2,
2854,1445,11,2,
2855,1446,20,2,Nhiều hành
2856,1446,21,2,
2857,1446,19,2,
2858,1447,14,3,
2859,1447,15,1,
2860,1448,22,2,
2861,1448,24,1,
2862,1448,23,2,
2863,1449,20,1,
2864,1449,21,3,
2865,1450,22,2,Nhiều hành
2866,1451,3,1,
2867,1451,2,3,
2868,1451,1,3,Ít cay
2869,1452,9,1,
2870,1452,8,3,Nhiều hành
2871,1453,27,1,Ít cay
2872,1453,25,1,
2873,1453,26,1,
2874,1454,9,3,
2875,1454,8,1,Ít cay
2876,1455,13,2,
2877,1455,15,1,
2878,1456,8,1,Ít cay
2879,1456,7,3,
2880,1457,16,1,
2881,1457,18,1,
2882,1458,10,1,
2883,1458,12,1,
2884,1458,11,3,Nhiều hành
2885,1459,19,2,Ít cay
2886,1459,21,3,
2887,1460,1,2,Nhiều hành
2888,1461,22,1,Ít cay
2889,1461,23,2,Đóng gói kỹ
2890,1462,10,3,Nhiều hành
2891,1462,11,3,
2892,1463,13,3,Đóng gói kỹ
2893,1464,20,2,
2894,1464,19,3,
2895,1465,8,3,
2896,1465,7,1,
2897,1466,1,2,
2898,1467,9,2,
2899,1467,8,1,
2900,1468,12,2,Ít cay
2901,1469,1,2,
2902,1469,3,3,
2903,1470,8,1,
2904,1471,18,2,
2905,1471,16,3,
2906,1471,17,1,
2907,1472,15,2,Đóng gói kỹ
2908,1473,17,2,
2909,1473,16,3,
2910,1474,23,1,Ít cay
2911,1474,24,3,Ít cay
2912,1474,22,3,
2913,1475,2,2,Nhiều hành
2914,1476,3,2,
2915,1476,2,1,
2916,1476,1,3,
2917,1477,17,3,
2918,1477,18,1,
2919,1478,30,3,
2920,1478,29,3,Ít cay
2921,1479,3,2,
2922,1479,2,3,Ít cay
2923,1479,1,2,Ít cay
2924,1480,12,3,Nhiều hành
2925,1480,10,1,
2926,1480,11,2,
2927,1481,24,2,Đóng gói kỹ
2928,1481,23,1,
2929,1482,12,2,
2930,1482,11,2,
2931,1483,22,2,
2932,1484,25,2,Đóng gói kỹ
2933,1484,27,3,
2934,1485,15,1,
2935,1486,26,1,
2936,1486,25,2,
2937,1487,17,3,Ít cay
2938,1488,10,2,Đóng gói kỹ
2939,1488,12,1,
2940,1489,27,2,
2941,1489,26,1,Nhiều hành
2942,1489,25,2,
2943,1490,29,1,
2944,1491,25,3,Đóng gói kỹ
2945,1491,27,2,
2946,1492,16,1,Ít cay
2947,1493,29,2,
2948,1493,28,2,Ít cay
2949,1493,30,3,
2950,1494,5,2,
2951,1494,6,1,
2952,1494,4,1,Đóng gói kỹ
2953,1495,2,3,Nhiều hành
2954,1495,1,1,
2955,1495,3,3,
2956,1496,7,2,Ít cay
2957,1497,2,3,
2958,1497,1,2,
2959,1498,15,2,
2960,1498,13,2,
2961,1498,14,3,
2962,1499,19,2,Nhiều hành
2963,1499,21,2,
2964,1499,20,1,
2965,1500,7,3,Ít cay
2966,1500,8,3,
2967,1500,9,3,
2968,1501,4,2,
2969,1502,12,1,Đóng gói kỹ
2970,1502,11,1,
2971,1502,10,2,
2972,1503,26,1,
2973,1504,8,3,
2974,1504,9,2,Đóng gói kỹ
2975,1505,12,2,
2976,1505,11,1,Nhiều hành
2977,1505,10,1,Nhiều hành
2978,1506,9,2,
2979,1506,8,1,Đóng gói kỹ
2980,1506,7,2,
2981,1507,19,2,Đóng gói kỹ
2982,1508,11,1,Ít cay
2983,1508,10,3,
2984,1508,12,2,Ít cay
2985,1509,15,1,
2986,1510,3,1,Nhiều hành
2987,1510,1,2,
2988,1511,1,2,
2989,1512,10,2,Nhiều hành
2990,1513,29,1,
2991,1513,30,3,Nhiều hành
2992,1514,13,3,Nhiều hành
2993,1514,14,3,Nhiều hành
2994,1514,15,3,
2995,1515,24,1,
2996,1515,23,2,
2997,1515,22,3,Đóng gói kỹ
2998,1516,9,3,
2999,1516,8,2,Đóng gói kỹ
3000,1516,7,2,
3001,1517,5,1,
3002,1518,27,1,Nhiều hành
3003,1518,26,2,Đóng gói kỹ
3004,1518,25,2,
3005,1519,7,3,
3006,1519,9,2,
3007,1519,8,1,
3008,1520,15,2,Ít cay
3009,1521,3,2,Nhiều hành
3010,1521,1,1,
3011,1522,22,3,
3012,1523,4,2,
3013,1524,3,3,
3014,1524,2,1,
3015,1524,1,1,Nhiều hành
3016,1525,27,2,
3017,1525,26,1,
3018,1525,25,1,
3019,1526,2,1,
3020,1526,1,3,
3021,1526,3,1,
3022,1527,18,3,
3023,1527,17,2,Ít cay
3024,1528,23,1,
3025,1528,24,3,
3026,1529,19,1,Đóng gói kỹ
3027,1529,20,1,Ít cay
3028,1529,21,2,
3029,1530,26,2,
3030,1531,6,3,
3031,1531,5,1,Ít cay
3032,1532,29,3,Ít cay
3033,1532,28,1,Nhiều hành
3034,1532,30,2,Ít cay
3035,1533,26,1,Đóng gói kỹ
3036,1533,25,2,
3037,1533,27,2,Ít cay
3038,1534,23,2,
3039,1534,24,3,Đóng gói kỹ
3040,1534,22,3,Nhiều hành
3041,1535,20,1,
3042,1535,21,2,
3043,1535,19,3,Ít cay
3044,1536,19,1,
3045,1536,21,1,Ít cay
3046,1537,3,3,
3047,1537,2,1,
3048,1537,1,1,Nhiều hành
3049,1538,24,3,
3050,1539,26,1,
3051,1539,25,3,Nhiều hành
3052,1539,27,3,
3053,1540,30,1,
3054,1540,28,3,
3055,1541,13,3,
3056,1541,15,1,Đóng gói kỹ
3057,1541,14,3,Đóng gói kỹ
3058,1542,27,3,Ít cay
3059,1542,26,1,Đóng gói kỹ
3060,1542,25,3,
3061,1543,5,2,
3062,1543,4,1,
3063,1543,6,2,
3064,1544,11,2,
3065,1545,24,3,
3066,1546,23,1,Ít cay
3067,1547,19,3,
3068,1548,4,2,
3069,1549,28,3,Ít cay
3070,1549,29,1,Đóng gói kỹ
3071,1549,30,3,
3072,1550,12,2,
3073,1550,11,1,Đóng gói kỹ
3074,1550,10,2,
3075,1551,14,2,
3076,1552,11,2,
3077,1553,20,1,Nhiều hành
3078,1554,3,1,Đóng gói kỹ
3079,1554,1,3,Ít cay
3080,1554,2,2,
3081,1555,13,1,Ít cay
3082,1555,15,3,
3083,1555,14,1,Ít cay
3084,1556,21,3,
3085,1556,19,1,Ít cay
3086,1557,9,2,
3087,1558,29,3,
3088,1558,28,2,Ít cay
3089,1558,30,1,
3090,1559,16,3,
3091,1559,17,2,
3092,1560,10,3,
3093,1561,12,2,
3094,1561,11,1,Nhiều hành
3095,1561,10,2,Nhiều hành
3096,1562,1,1,
3097,1562,3,1,Nhiều hành
3098,1563,28,3,Ít cay
3099,1564,24,3,
3100,1564,22,1,Ít cay
3101,1565,18,3,
3102,1565,17,1,
3103,1565,16,2,
3104,1566,6,1,Ít cay
3105,1566,5,1,Đóng gói kỹ
3106,1567,6,1,Đóng gói kỹ
3107,1568,10,3,
3108,1568,12,2,Nhiều hành
3109,1569,29,2,
3110,1569,30,2,Đóng gói kỹ
3111,1569,28,1,
3112,1570,11,3,Đóng gói kỹ
3113,1570,10,3,Nhiều hành
3114,1570,12,2,Nhiều hành
3115,1571,26,2,
3116,1572,11,2,Ít cay
3117,1572,12,1,Ít cay
3118,1572,10,1,
3119,1573,28,1,Ít cay
3120,1573,30,1,Nhiều hành
3121,1574,26,3,
3122,1575,12,2,
3123,1575,10,3,Ít cay
3124,1575,11,1,
3125,1576,3,1,Đóng gói kỹ
3126,1577,22,1,
3127,1578,12,2,
3128,1578,10,3,
3129,1579,11,2,
3130,1579,10,2,Ít cay
3131,1580,13,1,Đóng gói kỹ
3132,1580,15,2,Ít cay
3133,1580,14,3,
3134,1581,6,2,
3135,1581,5,1,
3136,1581,4,3,Nhiều hành
3137,1582,30,1,
3138,1583,8,2,Đóng gói kỹ
3139,1583,7,2,
3140,1584,24,3,Đóng gói kỹ
3141,1584,23,3,
3142,1584,22,3,Ít cay
3143,1585,22,2,
3144,1585,24,3,
3145,1585,23,3,
3146,1586,15,2,
3147,1586,13,1,Đóng gói kỹ
3148,1587,7,3,
3149,1587,9,2,
3150,1587,8,1,
3151,1588,10,2,
3152,1588,12,2,
3153,1589,23,1,Đóng gói kỹ
3154,1589,22,2,Ít cay
3155,1590,20,3,Nhiều hành
3156,1590,21,2,
3157,1591,16,2,
3158,1592,23,1,
3159,1593,6,1,
3160,1593,4,1,Nhiều hành
3161,1594,27,1,
3162,1595,1,2,
3163,1596,29,3,Ít cay
3164,1596,28,1,
3165,1596,30,1,Đóng gói kỹ
3166,1597,20,2,Nhiều hành
3167,1597,21,3,Nhiều hành
3168,1597,19,3,Nhiều hành
3169,1598,5,2,
3170,1599,27,1,
3171,1600,3,1,Ít cay
3172,1600,1,1,Đóng gói kỹ
3173,1601,22,3,
3174,1601,24,3,
3175,1602,4,3,
3176,1602,5,1,
3177,1602,6,1,Ít cay
3178,1603,17,2,Ít cay
3179,1603,18,3,Ít cay
3180,1604,5,2,
3181,1604,4,3,
3182,1604,6,2,
3183,1605,13,1,
3184,1605,15,3,Đóng gói kỹ
3185,1606,23,2,
3186,1606,24,1,Đóng gói kỹ
3187,1606,22,1,Đóng gói kỹ
3188,1607,29,2,
3189,1608,12,3,
3190,1608,10,3,
3191,1608,11,2,
3192,1609,20,2,
3193,1609,19,2,Đóng gói kỹ
3194,1610,30,3,
3195,1610,28,2,
3196,1611,21,1,
3197,1611,19,3,
3198,1611,20,2,Đóng gói kỹ
3199,1612,3,2,
3200,1612,1,2,
3201,1612,2,3,Ít cay
3202,1613,9,2,
3203,1614,5,1,Đóng gói kỹ
3204,1614,6,2,Nhiều hành
3205,1615,25,3,
3206,1615,26,3,Ít cay
3207,1615,27,1,Nhiều hành
3208,1616,27,2,Đóng gói kỹ
3209,1617,6,1,
3210,1617,4,1,
3211,1618,6,1,
3212,1618,5,1,Đóng gói kỹ
3213,1618,4,1,
3214,1619,25,3,Nhiều hành
3215,1619,26,3,Nhiều hành
3216,1620,24,1,Đóng gói kỹ
3217,1621,19,3,
3218,1621,21,3,Ít cay
3219,1622,23,1,Ít cay
3220,1622,22,3,
3221,1623,15,3,
3222,1624,20,2,
3223,1625,1,3,Đóng gói kỹ
3224,1626,17,3,
3225,1626,16,2,
3226,1627,2,3,Nhiều hành
3227,1627,1,1,Đóng gói kỹ
3228,1627,3,1,Đóng gói kỹ
3229,1628,13,1,Nhiều hành
3230,1628,15,3,Nhiều hành
3231,1628,14,3,
3232,1629,18,1,
3233,1629,16,1,
3234,1629,17,1,
3235,1630,13,2,Đóng gói kỹ
3236,1630,15,2,
3237,1630,14,2,
3238,1631,20,3,Nhiều hành
3239,1631,19,1,Nhiều hành
3240,1631,21,1,
3241,1632,24,2,
3242,1632,22,2,Đóng gói kỹ
3243,1633,22,2,
3244,1633,24,1,Đóng gói kỹ
3245,1633,23,2,
3246,1634,7,2,
3247,1635,1,1,Đóng gói kỹ
3248,1635,2,1,Nhiều hành
3249,1636,2,1,
3250,1637,1,3,
3251,1637,2,2,Đóng gói kỹ
3252,1637,3,2,Đóng gói kỹ
3253,1638,22,1,
3254,1638,23,2,
3255,1638,24,2,
3256,1639,6,1,
3257,1640,12,3,Đóng gói kỹ
3258,1640,11,3,Đóng gói kỹ
3259,1641,4,1,Ít cay
3260,1642,18,1,
3261,1643,1,3,
3262,1643,2,3,Ít cay
3263,1644,10,2,
3264,1644,12,3,
3265,1644,11,3,
3266,1645,15,3,
3267,1646,4,2,
3268,1646,6,3,
3269,1647,17,2,Nhiều hành
3270,1647,18,2,Nhiều hành
3271,1648,23,3,
3272,1649,4,1,
3273,1650,6,3,
3274,1650,4,1,
3275,1650,5,3,Nhiều hành
3276,1651,29,1,
3277,1652,10,1,Nhiều hành
3278,1652,11,3,
3279,1652,12,2,Ít cay
3280,1653,5,3,Đóng gói kỹ
3281,1653,6,2,Đóng gói kỹ
3282,1654,25,1,Ít cay
3283,1655,13,2,Nhiều hành
3284,1655,15,3,
3285,1656,12,1,Ít cay
3286,1656,10,2,
3287,1656,11,1,Đóng gói kỹ
3288,1657,1,3,
3289,1657,2,2,
3290,1657,3,1,Đóng gói kỹ
3291,1658,24,1,
3292,1659,18,1,Ít cay
3293,1660,1,2,
3294,1661,14,3,
3295,1662,30,3,Ít cay
3296,1662,29,1,
3297,1663,25,2,
3298,1663,26,2,Ít cay
3299,1663,27,1,Ít cay
3300,1664,15,1,Ít cay
3301,1664,14,1,Ít cay
3302,1664,13,2,
3303,1665,27,1,Nhiều hành
3304,1666,16,2,
3305,1666,18,2,
3306,1666,17,3,Ít cay
3307,1667,25,1,
3308,1667,27,1,
3309,1668,3,2,Ít cay
3310,1668,1,3,
3311,1669,27,1,Nhiều hành
3312,1669,26,2,
3313,1669,25,2,
3314,1670,29,2,
3315,1671,17,1,Ít cay
3316,1672,16,3,Nhiều hành
3317,1672,17,2,Đóng gói kỹ
3318,1672,18,1,
3319,1673,26,3,
3320,1673,27,1,
3321,1674,1,3,
3322,1674,3,1,
3323,1674,2,1,Nhiều hành
3324,1675,9,2,
3325,1675,8,1,Ít cay
3326,1676,17,3,Đóng gói kỹ
3327,1676,18,2,
3328,1677,5,3,
3329,1677,4,2,Đóng gói kỹ
3330,1677,6,2,Nhiều hành
3331,1678,19,2,Nhiều hành
3332,1678,21,3,Đóng gói kỹ
3333,1678,20,1,
3334,1679,23,2,
3335,1679,24,1,
3336,1679,22,3,Nhiều hành
3337,1680,7,1,Đóng gói kỹ
3338,1680,8,2,Nhiều hành
3339,1681,21,1,Nhiều hành
3340,1681,19,3,
3341,1681,20,3,Ít cay
3342,1682,20,1,
3343,1682,19,2,Nhiều hành
3344,1682,21,1,Ít cay
3345,1683,27,3,
3346,1683,26,1,
3347,1683,25,1,
3348,1684,21,2,Nhiều hành
3349,1684,19,3,
3350,1685,7,2,
3351,1686,10,1,
3352,1687,30,1,
3353,1688,9,1,Ít cay
3354,1689,24,2,
3355,1689,22,1,
3356,1689,23,1,
3357,1690,22,1,
3358,1691,28,3,Ít cay
3359,1691,29,1,
3360,1691,30,2,Đóng gói kỹ
3361,1692,21,2,
3362,1693,3,3,
3363,1693,1,2,Nhiều hành
3364,1693,2,3,Ít cay
3365,1694,30,1,Ít cay
3366,1694,29,3,
3367,1694,28,2,Đóng gói kỹ
3368,1695,14,3,Ít cay
3369,1695,15,3,
3370,1695,13,3,Ít cay
3371,1696,14,1,Nhiều hành
3372,1696,13,3,
3373,1697,4,3,
3374,1697,5,1,
3375,1698,21,2,Nhiều hành
3376,1698,19,2,Nhiều hành
3377,1699,28,2,
3378,1700,8,1,
3379,1700,7,1,
3380,1701,26,2,
3381,1702,7,1,
3382,1703,22,3,
3383,1703,24,1,Đóng gói kỹ
3384,1704,28,3,Ít cay
3385,1704,30,3,
3386,1705,5,1,
3387,1705,4,3,Ít cay
3388,1705,6,2,
3389,1706,29,2,
3390,1707,6,2,
3391,1708,30,3,Nhiều hành
3392,1708,28,1,
3393,1708,29,3,
3394,1709,18,2,
3395,1709,17,1,Đóng gói kỹ
3396,1710,5,2,
3397,1711,29,3,Đóng gói kỹ
3398,1712,13,1,
3399,1712,15,3,Nhiều hành
3400,1712,14,1,
3401,1713,11,1,Ít cay
3402,1713,12,1,Ít cay
3403,1714,25,1,Ít cay
3404,1714,27,3,
3405,1714,26,1,
3406,1715,8,1,
3407,1715,7,1,
3408,1715,9,2,
3409,1716,28,3,
3410,1716,29,2,Đóng gói kỹ
3411,1717,22,3,
3412,1717,23,2,
3413,1718,2,1,Nhiều hành
3414,1718,3,2,
3415,1718,1,2,Nhiều hành
3416,1719,2,2,Nhiều hành
3417,1720,13,1,
3418,1720,15,2,
3419,1721,8,2,
3420,1721,9,3,
3421,1721,7,3,Nhiều hành
3422,1722,17,1,Ít cay
3423,1723,4,2,
3424,1724,26,1,
3425,1724,27,3,
3426,1725,9,3,
3427,1725,7,3,
3428,1725,8,1,Đóng gói kỹ
3429,1726,6,1,Nhiều hành
3430,1726,4,2,Đóng gói kỹ
3431,1726,5,3,Ít cay
3432,1727,5,3,Nhiều hành
3433,1727,4,1,Ít cay
3434,1728,25,2,
3435,1729,16,1,
3436,1729,17,1,Ít cay
3437,1729,18,3,Đóng gói kỹ
3438,1730,21,1,Nhiều hành
3439,1731,22,1,
3440,1731,23,1,
3441,1731,24,2,Ít cay
3442,1732,6,3,
3443,1732,4,1,Ít cay
3444,1732,5,1,
3445,1733,20,3,
3446,1733,19,1,
3447,1734,1,3,
3448,1735,1,2,Đóng gói kỹ
3449,1735,3,2,
3450,1735,2,3,Ít cay
3451,1736,9,2,
3452,1736,8,1,
3453,1737,26,3,
3454,1737,25,1,
3455,1738,28,1,
3456,1738,30,3,Nhiều hành
3457,1738,29,2,
3458,1739,15,3,
3459,1740,20,2,
3460,1740,21,1,
3461,1741,16,3,
3462,1742,13,3,
3463,1742,14,1,Đóng gói kỹ
3464,1742,15,2,Nhiều hành
3465,1743,28,2,
3466,1743,30,3,Nhiều hành
3467,1744,23,1,Nhiều hành
3468,1744,24,3,Ít cay
3469,1745,18,1,Ít cay
3470,1745,16,2,Đóng gói kỹ
3471,1745,17,3,
3472,1746,3,2,
3473,1747,23,2,
3474,1747,22,1,Nhiều hành
3475,1747,24,1,Nhiều hành
3476,1748,8,3,
3477,1749,15,2,Nhiều hành
3478,1750,24,2,Ít cay
3479,1750,23,3,
3480,1751,23,2,
3481,1751,24,2,Ít cay
3482,1751,22,1,
3483,1752,3,2,
3484,1752,2,3,Nhiều hành
3485,1753,21,2,
3486,1753,19,3,Đóng gói kỹ
3487,1754,17,2,Nhiều hành
3488,1754,18,1,
3489,1754,16,3,Nhiều hành
3490,1755,21,1,Ít cay
3491,1755,19,3,
3492,1755,20,2,Đóng gói kỹ
3493,1756,24,1,
3494,1756,22,3,
3495,1756,23,3,Nhiều hành
3496,1757,9,3,
3497,1757,7,1,
3498,1758,9,3,
3499,1758,7,1,Nhiều hành
3500,1759,8,2,
3501,1760,14,1,
3502,1761,24,3,
3503,1762,19,2,Ít cay
3504,1762,21,2,Ít cay
3505,1763,14,2,Nhiều hành
3506,1763,15,1,Đóng gói kỹ
3507,1764,10,1,Ít cay
3508,1764,11,3,
3509,1765,2,2,Đóng gói kỹ
3510,1765,1,2,
3511,1765,3,1,Ít cay
3512,1766,15,1,Ít cay
3513,1766,13,2,Ít cay
3514,1766,14,3,
3515,1767,16,1,
3516,1767,17,1,
3517,1767,18,1,
3518,1768,3,1,
3519,1768,1,1,Ít cay
3520,1769,22,2,Đóng gói kỹ
3521,1769,24,1,
3522,1770,1,2,
3523,1770,3,3,Đóng gói kỹ
3524,1771,1,1,
3525,1772,3,3,
3526,1773,9,3,Đóng gói kỹ
3527,1773,8,1,
3528,1774,25,3,
3529,1774,27,3,
3530,1774,26,2,
3531,1775,13,3,Ít cay
3532,1775,14,3,
3533,1776,21,1,Đóng gói kỹ
3534,1776,19,1,
3535,1776,20,2,Nhiều hành
3536,1777,13,1,Đóng gói kỹ
3537,1777,14,2,Nhiều hành
3538,1777,15,3,Nhiều hành
3539,1778,26,2,Đóng gói kỹ
3540,1778,25,3,Ít cay
3541,1778,27,3,
3542,1779,14,3,
3543,1779,15,1,Nhiều hành
3544,1779,13,2,Nhiều hành
3545,1780,24,2,
3546,1780,22,1,Đóng gói kỹ
3547,1781,1,1,Đóng gói kỹ
3548,1781,3,1,
3549,1781,2,3,
3550,1782,21,3,
3551,1782,19,1,
3552,1782,20,1,Đóng gói kỹ
3553,1783,2,3,
3554,1783,3,3,Đóng gói kỹ
3555,1784,22,1,Ít cay
3556,1785,6,3,Đóng gói kỹ
3557,1786,21,3,Đóng gói kỹ
3558,1786,19,2,
3559,1787,8,2,Ít cay
3560,1787,9,2,
3561,1787,7,1,
3562,1788,16,2,
3563,1789,2,3,
3564,1789,3,2,
3565,1790,5,1,
3566,1790,4,2,Ít cay
3567,1790,6,1,Nhiều hành
3568,1791,24,2,Đóng gói kỹ
3569,1791,23,1,
3570,1791,22,2,
3571,1792,22,3,
