review_id,user_id,restaurant_id,rating,comment,created_at
317,28,4,4,"Ăn vừa vị, giá cả hợp lý",2026-04-30 15:22:01.300168
318,21,4,5,"Giao siêu nhanh, shipper dễ thương",2026-05-15 08:19:01.300168
319,90,10,4,Đồ ăn nóng hổi ngon miệng,2026-04-20 04:24:01.300168
320,80,6,5,Đồ ăn nóng hổi ngon miệng,2026-04-24 14:12:01.300168
321,28,3,4,"Ăn vừa vị, giá cả hợp lý",2026-05-09 06:01:01.300168
322,18,8,3,"Ăn vừa vị, giá cả hợp lý",2026-05-05 07:01:01.300168
323,23,5,3,Đồ ăn nóng hổi ngon miệng,2026-04-21 22:30:01.300168
324,94,4,4,"Ăn vừa vị, giá cả hợp lý",2026-05-06 10:37:01.300168
325,67,6,4,Hơi ít so với hình nhưng ngon,2026-04-21 10:48:01.300168
326,30,3,4,"Ăn vừa vị, giá cả hợp lý",2026-05-06 17:46:01.300168
327,22,1,3,Đồ ăn nóng hổi ngon miệng,2026-05-05 01:37:01.300168
328,81,1,5,Hơi ít so với hình nhưng ngon,2026-05-14 13:51:01.300168
329,26,5,4,Hơi ít so với hình nhưng ngon,2026-05-12 07:56:01.300168
330,82,1,5,Đồ ăn nóng hổi ngon miệng,2026-05-09 18:28:01.300168
331,10,2,5,Đồ ăn nóng hổi ngon miệng,2026-04-23 12:12:01.300168
332,3,10,4,Hơi ít so với hình nhưng ngon,2026-05-07 21:13:01.300168
333,62,8,4,"Ăn vừa vị, giá cả hợp lý",2026-04-26 20:31:01.300168
334,27,7,4,Đồ ăn nóng hổi ngon miệng,2026-05-14 16:48:01.300168
335,56,5,4,Hơi ít so với hình nhưng ngon,2026-04-26 19:36:01.300168
336,7,7,5,Đồ ăn nóng hổi ngon miệng,2026-04-23 11:54:01.300168
337,72,1,4,Đồ ăn nóng hổi ngon miệng,2026-05-15 01:42:01.300168
338,31,8,5,"Ăn vừa vị, giá cả hợp lý",2026-05-06 13:41:01.300168
339,17,6,4,Hơi ít so với hình nhưng ngon,2026-04-26 16:49:01.300168
340,51,8,5,"Ăn vừa vị, giá cả hợp lý",2026-04-25 07:25:01.300168
341,21,4,4,"Ăn vừa vị, giá cả hợp lý",2026-05-10 15:56:01.300168
342,100,10,5,"Giao siêu nhanh, shipper dễ thương",2026-04-26 06:57:01.300168
343,19,10,4,Đóng gói cẩn thận sạch sẽ,2026-05-09 01:01:01.300168
344,58,4,5,"Giao siêu nhanh, shipper dễ thương",2026-04-20 22:08:01.300168
345,32,4,4,Hơi ít so với hình nhưng ngon,2026-05-01 16:56:01.300168
346,25,1,4,Đóng gói cẩn thận sạch sẽ,2026-05-07 13:08:01.300168
347,1,7,4,"Ăn vừa vị, giá cả hợp lý",2026-05-11 11:22:01.300168
348,15,7,5,"Giao siêu nhanh, shipper dễ thương",2026-05-07 22:14:01.300168
349,54,3,5,"Giao siêu nhanh, shipper dễ thương",2026-04-24 01:04:01.300168
350,22,8,4,"Ăn vừa vị, giá cả hợp lý",2026-04-28 20:53:01.300168
351,96,4,5,Đồ ăn nóng hổi ngon miệng,2026-05-07 20:42:01.300168
352,52,6,5,"Giao siêu nhanh, shipper dễ thương",2026-05-11 07:52:01.300168
353,44,7,4,Hơi ít so với hình nhưng ngon,2026-05-02 08:14:01.300168
354,67,6,4,Đóng gói cẩn thận sạch sẽ,2026-05-07 05:32:01.300168
355,75,2,5,Đóng gói cẩn thận sạch sẽ,2026-05-13 04:53:01.300168
356,100,10,3,Hơi ít so với hình nhưng ngon,2026-05-03 17:34:01.300168
357,16,6,5,Hơi ít so với hình nhưng ngon,2026-05-19 18:22:01.300168
358,12,6,3,Đóng gói cẩn thận sạch sẽ,2026-05-14 14:34:01.300168
359,60,9,5,Đồ ăn nóng hổi ngon miệng,2026-04-21 22:27:01.300168
360,56,4,4,Đóng gói cẩn thận sạch sẽ,2026-04-29 07:30:01.300168
361,20,4,4,"Giao siêu nhanh, shipper dễ thương",2026-05-10 09:23:01.300168
362,14,1,3,"Ăn vừa vị, giá cả hợp lý",2026-05-12 10:38:01.300168
363,82,3,4,"Ăn vừa vị, giá cả hợp lý",2026-04-28 11:49:01.300168
364,49,4,4,Đồ ăn nóng hổi ngon miệng,2026-05-08 17:04:01.300168
365,71,9,4,Đồ ăn nóng hổi ngon miệng,2026-05-19 11:36:01.300168
366,3,10,4,"Ăn vừa vị, giá cả hợp lý",2026-05-17 03:21:01.300168
367,27,3,4,"Ăn vừa vị, giá cả hợp lý",2026-04-26 01:13:01.300168
368,39,4,4,Hơi ít so với hình nhưng ngon,2026-04-22 18:24:01.300168
369,3,8,4,"Giao siêu nhanh, shipper dễ thương",2026-04-26 17:32:01.300168
370,8,2,4,Đồ ăn nóng hổi ngon miệng,2026-05-07 13:04:01.300168
371,99,5,5,"Giao siêu nhanh, shipper dễ thương",2026-05-06 05:46:01.300168
372,67,2,5,Hơi ít so với hình nhưng ngon,2026-05-10 12:17:01.300168
373,3,10,5,"Giao siêu nhanh, shipper dễ thương",2026-05-01 21:39:01.300168
374,98,6,3,"Giao siêu nhanh, shipper dễ thương",2026-05-04 16:10:01.300168
375,36,6,5,"Ăn vừa vị, giá cả hợp lý",2026-05-17 22:37:01.300168
376,20,9,3,"Ăn vừa vị, giá cả hợp lý",2026-04-24 12:15:01.300168
377,27,8,4,Đóng gói cẩn thận sạch sẽ,2026-05-12 23:25:01.300168
378,24,4,5,"Giao siêu nhanh, shipper dễ thương",2026-05-18 02:17:01.300168
379,23,2,5,"Giao siêu nhanh, shipper dễ thương",2026-05-13 18:29:01.300168
380,69,10,4,Đồ ăn nóng hổi ngon miệng,2026-04-26 10:52:01.300168
381,69,4,3,Đồ ăn nóng hổi ngon miệng,2026-05-17 14:23:01.300168
382,48,8,4,"Ăn vừa vị, giá cả hợp lý",2026-05-04 17:28:01.300168
383,88,1,4,"Giao siêu nhanh, shipper dễ thương",2026-05-13 08:38:01.300168
384,22,8,4,Đóng gói cẩn thận sạch sẽ,2026-05-06 22:25:01.300168
385,12,5,5,Đóng gói cẩn thận sạch sẽ,2026-05-14 20:56:01.300168
386,34,6,4,Đồ ăn nóng hổi ngon miệng,2026-04-30 10:28:01.300168
387,63,8,5,Đóng gói cẩn thận sạch sẽ,2026-05-06 10:36:01.300168
388,97,6,4,Hơi ít so với hình nhưng ngon,2026-05-16 06:55:01.300168
389,40,5,4,Đồ ăn nóng hổi ngon miệng,2026-05-17 06:54:01.300168
390,67,9,4,Hơi ít so với hình nhưng ngon,2026-05-01 05:13:01.300168
391,81,6,4,Hơi ít so với hình nhưng ngon,2026-05-11 14:32:01.300168
392,39,9,4,"Ăn vừa vị, giá cả hợp lý",2026-04-25 00:39:01.300168
393,38,2,3,Hơi ít so với hình nhưng ngon,2026-05-05 14:24:01.300168
394,14,10,4,Hơi ít so với hình nhưng ngon,2026-05-12 11:54:01.300168
395,1,1,5,Đồ ăn nóng hổi ngon miệng,2026-05-09 20:22:01.300168
396,19,4,5,Hơi ít so với hình nhưng ngon,2026-04-28 04:28:01.300168
397,89,2,4,Hơi ít so với hình nhưng ngon,2026-04-29 11:44:01.300168
398,37,1,5,Hơi ít so với hình nhưng ngon,2026-05-04 11:00:01.300168
399,42,9,5,Đồ ăn nóng hổi ngon miệng,2026-04-25 11:23:01.300168
400,68,6,4,"Giao siêu nhanh, shipper dễ thương",2026-05-06 06:18:01.300168
401,89,7,4,Hơi ít so với hình nhưng ngon,2026-04-28 09:40:01.300168
402,65,7,3,"Giao siêu nhanh, shipper dễ thương",2026-05-16 14:56:01.300168
403,5,4,4,Đóng gói cẩn thận sạch sẽ,2026-05-09 07:19:01.300168
404,71,1,5,Đóng gói cẩn thận sạch sẽ,2026-05-03 01:44:01.300168
405,89,9,3,"Ăn vừa vị, giá cả hợp lý",2026-05-09 18:34:01.300168
406,17,6,4,Đóng gói cẩn thận sạch sẽ,2026-05-07 02:43:01.300168
407,47,7,5,Đóng gói cẩn thận sạch sẽ,2026-05-12 19:15:01.300168
408,100,2,4,Hơi ít so với hình nhưng ngon,2026-04-24 19:24:01.300168
409,46,6,4,Đóng gói cẩn thận sạch sẽ,2026-04-29 14:02:01.300168
410,46,9,5,Hơi ít so với hình nhưng ngon,2026-05-13 07:24:01.300168
411,42,6,4,Hơi ít so với hình nhưng ngon,2026-04-25 22:14:01.300168
412,3,10,3,"Giao siêu nhanh, shipper dễ thương",2026-05-17 22:20:01.300168
413,28,2,4,Đóng gói cẩn thận sạch sẽ,2026-05-14 15:21:01.300168
414,45,8,3,Hơi ít so với hình nhưng ngon,2026-05-16 15:18:01.300168
415,56,4,5,"Ăn vừa vị, giá cả hợp lý",2026-04-28 09:12:01.300168
416,85,5,5,"Giao siêu nhanh, shipper dễ thương",2026-05-15 23:54:01.300168
417,86,10,4,Hơi ít so với hình nhưng ngon,2026-05-19 16:53:01.300168
418,99,7,4,Đồ ăn nóng hổi ngon miệng,2026-05-07 03:56:01.300168
419,88,7,3,"Giao siêu nhanh, shipper dễ thương",2026-05-02 20:49:01.300168
420,68,7,5,Đồ ăn nóng hổi ngon miệng,2026-04-23 09:31:01.300168
421,26,7,3,"Ăn vừa vị, giá cả hợp lý",2026-05-05 01:54:01.300168
422,57,4,5,Đóng gói cẩn thận sạch sẽ,2026-05-04 20:48:01.300168
423,42,7,5,Đồ ăn nóng hổi ngon miệng,2026-05-13 02:33:01.300168
424,99,6,4,Hơi ít so với hình nhưng ngon,2026-04-27 07:44:01.300168
425,18,2,4,Đồ ăn nóng hổi ngon miệng,2026-04-20 15:56:01.300168
426,16,10,5,Đồ ăn nóng hổi ngon miệng,2026-05-14 04:46:01.300168
427,33,10,4,Đồ ăn nóng hổi ngon miệng,2026-05-13 02:19:01.300168
428,68,9,4,"Giao siêu nhanh, shipper dễ thương",2026-04-27 13:28:01.300168
429,37,1,4,"Giao siêu nhanh, shipper dễ thương",2026-04-29 07:12:01.300168
430,97,9,4,Đóng gói cẩn thận sạch sẽ,2026-04-25 02:17:01.300168
431,19,4,3,"Ăn vừa vị, giá cả hợp lý",2026-05-07 04:28:01.300168
432,44,5,5,Hơi ít so với hình nhưng ngon,2026-04-23 22:47:01.300168
433,44,10,5,Đồ ăn nóng hổi ngon miệng,2026-04-25 13:37:01.300168
434,36,5,4,Đóng gói cẩn thận sạch sẽ,2026-05-09 19:05:01.300168
435,46,9,4,"Ăn vừa vị, giá cả hợp lý",2026-04-20 06:16:01.300168
436,61,6,5,Đồ ăn nóng hổi ngon miệng,2026-04-30 09:37:01.300168
437,14,9,4,Đồ ăn nóng hổi ngon miệng,2026-05-18 22:39:01.300168
438,68,7,5,Hơi ít so với hình nhưng ngon,2026-05-13 12:23:01.300168
439,23,9,4,Đóng gói cẩn thận sạch sẽ,2026-05-07 19:00:01.300168
440,20,7,5,Đóng gói cẩn thận sạch sẽ,2026-05-15 01:16:01.300168
441,93,2,4,"Giao siêu nhanh, shipper dễ thương",2026-04-26 15:47:01.300168
442,31,4,5,Đóng gói cẩn thận sạch sẽ,2026-05-12 22:17:01.300168
443,66,1,5,Hơi ít so với hình nhưng ngon,2026-05-14 02:32:01.300168
444,66,7,4,Đồ ăn nóng hổi ngon miệng,2026-05-18 19:40:01.300168
445,42,5,3,"Ăn vừa vị, giá cả hợp lý",2026-05-06 10:52:01.300168
446,10,6,4,Hơi ít so với hình nhưng ngon,2026-04-23 15:35:01.300168
447,100,6,3,Đóng gói cẩn thận sạch sẽ,2026-05-13 15:41:01.300168
448,58,2,4,Đóng gói cẩn thận sạch sẽ,2026-05-01 04:20:01.300168
449,39,9,4,Hơi ít so với hình nhưng ngon,2026-04-29 11:40:01.300168
450,97,1,4,"Giao siêu nhanh, shipper dễ thương",2026-04-22 15:18:01.300168
451,8,2,3,"Giao siêu nhanh, shipper dễ thương",2026-05-12 23:47:01.300168
452,95,10,5,Đồ ăn nóng hổi ngon miệng,2026-04-28 15:59:01.300168
453,50,1,3,Đồ ăn nóng hổi ngon miệng,2026-05-18 12:08:01.300168
454,88,1,5,Đồ ăn nóng hổi ngon miệng,2026-04-28 13:42:01.300168
455,90,6,5,"Giao siêu nhanh, shipper dễ thương",2026-04-26 21:56:01.300168
456,56,10,4,"Giao siêu nhanh, shipper dễ thương",2026-05-15 04:41:01.300168
457,6,6,4,Đồ ăn nóng hổi ngon miệng,2026-04-23 12:24:01.300168
458,19,7,5,Đồ ăn nóng hổi ngon miệng,2026-04-23 12:31:01.300168
459,71,4,4,Hơi ít so với hình nhưng ngon,2026-04-22 06:56:01.300168
460,69,10,5,Hơi ít so với hình nhưng ngon,2026-05-13 18:03:01.300168
461,76,2,4,"Giao siêu nhanh, shipper dễ thương",2026-04-21 05:44:01.300168
462,57,7,4,"Ăn vừa vị, giá cả hợp lý",2026-05-11 04:42:01.300168
463,77,1,4,Đóng gói cẩn thận sạch sẽ,2026-04-28 14:18:01.300168
464,37,4,4,Đồ ăn nóng hổi ngon miệng,2026-04-25 00:52:01.300168
465,9,10,5,Đóng gói cẩn thận sạch sẽ,2026-05-12 14:18:01.300168
466,15,1,4,"Ăn vừa vị, giá cả hợp lý",2026-04-21 12:41:01.300168
467,36,6,5,Đóng gói cẩn thận sạch sẽ,2026-05-16 16:18:01.300168
468,83,9,4,"Giao siêu nhanh, shipper dễ thương",2026-05-05 23:47:01.300168
469,26,8,5,Đóng gói cẩn thận sạch sẽ,2026-05-03 04:07:01.300168
470,59,6,3,Đồ ăn nóng hổi ngon miệng,2026-04-19 22:50:01.300168
471,61,6,3,"Giao siêu nhanh, shipper dễ thương",2026-04-21 04:29:01.300168
472,74,3,4,Đóng gói cẩn thận sạch sẽ,2026-05-18 15:57:01.300168
473,87,10,4,Đồ ăn nóng hổi ngon miệng,2026-05-02 12:15:01.300168
474,90,6,3,Hơi ít so với hình nhưng ngon,2026-04-20 16:43:01.300168
475,90,10,5,"Ăn vừa vị, giá cả hợp lý",2026-05-10 22:50:01.300168
476,80,6,5,Hơi ít so với hình nhưng ngon,2026-04-26 03:53:01.300168
477,73,8,5,Hơi ít so với hình nhưng ngon,2026-05-08 12:59:01.300168
478,8,3,5,Hơi ít so với hình nhưng ngon,2026-04-23 01:24:01.300168
479,8,10,4,"Giao siêu nhanh, shipper dễ thương",2026-05-03 09:58:01.300168
480,83,4,4,"Ăn vừa vị, giá cả hợp lý",2026-05-03 20:44:01.300168
481,21,8,5,"Giao siêu nhanh, shipper dễ thương",2026-05-01 05:45:01.300168
482,46,3,4,Đóng gói cẩn thận sạch sẽ,2026-04-22 20:51:01.300168
483,37,3,4,Hơi ít so với hình nhưng ngon,2026-04-29 19:14:01.300168
484,31,5,4,"Ăn vừa vị, giá cả hợp lý",2026-05-14 02:44:01.300168
485,69,3,5,Hơi ít so với hình nhưng ngon,2026-04-20 10:58:01.300168
486,19,6,5,Hơi ít so với hình nhưng ngon,2026-05-18 04:01:01.300168
487,5,7,4,Hơi ít so với hình nhưng ngon,2026-05-04 16:09:01.300168
488,99,7,5,Hơi ít so với hình nhưng ngon,2026-05-14 17:23:01.300168
489,84,3,4,Đóng gói cẩn thận sạch sẽ,2026-04-23 00:47:01.300168
490,14,3,4,Đóng gói cẩn thận sạch sẽ,2026-04-25 16:53:01.300168
491,67,6,5,Đồ ăn nóng hổi ngon miệng,2026-05-16 16:36:01.300168
492,51,8,4,"Giao siêu nhanh, shipper dễ thương",2026-04-27 20:04:01.300168
493,48,10,4,Đóng gói cẩn thận sạch sẽ,2026-05-15 15:47:01.300168
494,14,8,3,"Ăn vừa vị, giá cả hợp lý",2026-04-26 00:42:01.300168
495,99,5,4,Hơi ít so với hình nhưng ngon,2026-05-04 23:49:01.300168
496,17,9,5,Hơi ít so với hình nhưng ngon,2026-05-12 17:10:01.300168
497,39,10,5,Đóng gói cẩn thận sạch sẽ,2026-05-13 09:47:01.300168
498,87,2,4,"Giao siêu nhanh, shipper dễ thương",2026-05-17 16:05:01.300168
499,32,1,5,Đóng gói cẩn thận sạch sẽ,2026-05-03 01:17:01.300168
500,30,1,4,Đồ ăn nóng hổi ngon miệng,2026-04-19 23:48:01.300168
501,60,7,5,Hơi ít so với hình nhưng ngon,2026-04-22 15:59:01.300168
502,26,4,3,"Ăn vừa vị, giá cả hợp lý",2026-05-08 08:38:01.300168
503,46,3,5,Hơi ít so với hình nhưng ngon,2026-05-01 05:44:01.300168
504,40,3,4,Hơi ít so với hình nhưng ngon,2026-04-29 23:35:01.300168
505,45,4,4,Đóng gói cẩn thận sạch sẽ,2026-05-06 21:26:01.300168
506,21,3,4,"Giao siêu nhanh, shipper dễ thương",2026-05-16 16:02:01.300168
507,86,5,4,"Ăn vừa vị, giá cả hợp lý",2026-05-02 16:09:01.300168
508,18,1,4,Đồ ăn nóng hổi ngon miệng,2026-05-17 03:02:01.300168
509,96,1,4,Đồ ăn nóng hổi ngon miệng,2026-05-16 23:15:01.300168
510,37,7,5,"Giao siêu nhanh, shipper dễ thương",2026-05-19 00:25:01.300168
511,93,2,4,Đồ ăn nóng hổi ngon miệng,2026-05-11 14:20:01.300168
512,13,9,3,Đồ ăn nóng hổi ngon miệng,2026-04-29 04:42:01.300168
513,43,7,3,Hơi ít so với hình nhưng ngon,2026-05-06 17:50:01.300168
514,57,7,3,Đóng gói cẩn thận sạch sẽ,2026-04-30 21:42:01.300168
515,3,1,4,Hơi ít so với hình nhưng ngon,2026-05-17 02:39:01.300168
516,76,8,4,"Ăn vừa vị, giá cả hợp lý",2026-04-22 02:03:01.300168
517,51,5,4,Đồ ăn nóng hổi ngon miệng,2026-05-12 02:08:01.300168
518,99,8,4,Hơi ít so với hình nhưng ngon,2026-05-19 02:40:01.300168
519,36,7,4,Đóng gói cẩn thận sạch sẽ,2026-05-14 13:21:01.300168
520,90,4,4,Đồ ăn nóng hổi ngon miệng,2026-05-09 16:16:01.300168
521,73,1,4,Hơi ít so với hình nhưng ngon,2026-05-19 04:49:01.300168
522,2,5,3,Đồ ăn nóng hổi ngon miệng,2026-04-28 10:47:01.300168
523,49,6,3,Đồ ăn nóng hổi ngon miệng,2026-05-12 13:54:01.300168
524,44,4,5,Đồ ăn nóng hổi ngon miệng,2026-04-22 08:02:01.300168
525,3,4,4,Hơi ít so với hình nhưng ngon,2026-05-10 19:06:01.300168
526,84,6,3,Đóng gói cẩn thận sạch sẽ,2026-05-06 06:24:01.300168
527,61,2,4,Đồ ăn nóng hổi ngon miệng,2026-05-15 18:53:01.300168
528,71,2,5,"Ăn vừa vị, giá cả hợp lý",2026-04-30 07:18:01.300168
529,83,3,4,Hơi ít so với hình nhưng ngon,2026-05-13 02:55:01.300168
530,57,8,4,Đồ ăn nóng hổi ngon miệng,2026-05-12 20:28:01.300168
531,13,5,5,Đồ ăn nóng hổi ngon miệng,2026-05-17 13:03:01.300168
532,82,8,5,"Ăn vừa vị, giá cả hợp lý",2026-05-14 08:30:01.300168
533,40,9,4,Đóng gói cẩn thận sạch sẽ,2026-05-17 18:06:01.300168
534,22,1,4,"Giao siêu nhanh, shipper dễ thương",2026-05-19 16:38:01.300168
535,11,8,5,Đóng gói cẩn thận sạch sẽ,2026-05-14 14:00:01.300168
536,71,2,5,"Giao siêu nhanh, shipper dễ thương",2026-04-28 08:50:01.300168
537,66,8,5,Đóng gói cẩn thận sạch sẽ,2026-04-30 14:40:01.300168
538,32,10,5,Đóng gói cẩn thận sạch sẽ,2026-04-19 19:50:01.300168
539,62,10,5,Hơi ít so với hình nhưng ngon,2026-05-01 16:00:01.300168
540,52,2,5,Đồ ăn nóng hổi ngon miệng,2026-04-20 17:22:01.300168
541,81,9,4,Hơi ít so với hình nhưng ngon,2026-05-04 23:41:01.300168
542,54,2,4,"Giao siêu nhanh, shipper dễ thương",2026-04-25 15:30:01.300168
543,20,2,4,"Ăn vừa vị, giá cả hợp lý",2026-04-20 13:17:01.300168
544,46,7,3,Hơi ít so với hình nhưng ngon,2026-04-26 18:43:01.300168
545,69,8,5,"Ăn vừa vị, giá cả hợp lý",2026-05-11 12:54:01.300168
546,12,8,5,"Ăn vừa vị, giá cả hợp lý",2026-05-03 22:29:01.300168
547,30,8,5,Hơi ít so với hình nhưng ngon,2026-04-20 11:10:01.300168
548,95,3,5,"Giao siêu nhanh, shipper dễ thương",2026-05-16 00:43:01.300168
549,49,1,5,"Ăn vừa vị, giá cả hợp lý",2026-04-20 15:14:01.300168
550,42,2,5,Đóng gói cẩn thận sạch sẽ,2026-04-28 03:40:01.300168
551,17,1,3,Đồ ăn nóng hổi ngon miệng,2026-04-24 13:56:01.300168
552,4,5,4,"Giao siêu nhanh, shipper dễ thương",2026-04-22 02:28:01.300168
553,14,4,4,Đồ ăn nóng hổi ngon miệng,2026-05-01 11:42:01.300168
554,61,10,4,Hơi ít so với hình nhưng ngon,2026-04-27 01:16:01.300168
555,70,6,4,Đồ ăn nóng hổi ngon miệng,2026-05-06 23:36:01.300168
556,39,6,4,"Ăn vừa vị, giá cả hợp lý",2026-05-14 18:11:01.300168
557,14,6,3,"Ăn vừa vị, giá cả hợp lý",2026-05-18 06:59:01.300168
558,35,2,5,Đồ ăn nóng hổi ngon miệng,2026-04-26 02:18:01.300168
559,35,3,4,Hơi ít so với hình nhưng ngon,2026-05-08 03:09:01.300168
560,69,7,5,"Ăn vừa vị, giá cả hợp lý",2026-05-08 01:34:01.300168
561,27,7,4,"Ăn vừa vị, giá cả hợp lý",2026-04-30 09:56:01.300168
562,78,3,5,Hơi ít so với hình nhưng ngon,2026-05-07 20:57:01.300168
563,23,10,5,"Giao siêu nhanh, shipper dễ thương",2026-05-06 04:47:01.300168
564,26,7,5,"Giao siêu nhanh, shipper dễ thương",2026-04-25 02:08:01.300168
565,66,3,5,Đồ ăn nóng hổi ngon miệng,2026-04-27 14:43:01.300168
566,89,2,4,Đồ ăn nóng hổi ngon miệng,2026-05-17 23:55:01.300168
567,67,2,5,Đồ ăn nóng hổi ngon miệng,2026-04-23 21:04:01.300168
568,30,6,4,Đóng gói cẩn thận sạch sẽ,2026-04-20 21:25:01.300168
569,82,2,4,"Ăn vừa vị, giá cả hợp lý",2026-04-29 18:08:01.300168
570,10,2,5,"Ăn vừa vị, giá cả hợp lý",2026-04-24 14:07:01.300168
571,71,3,5,Đồ ăn nóng hổi ngon miệng,2026-04-26 06:18:01.300168
572,12,2,3,Đồ ăn nóng hổi ngon miệng,2026-04-28 21:20:01.300168
573,37,7,4,"Giao siêu nhanh, shipper dễ thương",2026-05-18 01:42:01.300168
574,21,1,4,Hơi ít so với hình nhưng ngon,2026-04-30 17:24:01.300168
575,29,1,5,Đóng gói cẩn thận sạch sẽ,2026-05-03 08:47:01.300168
576,24,6,4,Đóng gói cẩn thận sạch sẽ,2026-04-25 21:43:01.300168
577,21,8,5,Hơi ít so với hình nhưng ngon,2026-05-10 09:12:01.300168
578,18,8,4,Hơi ít so với hình nhưng ngon,2026-05-08 08:20:01.300168
579,51,1,4,Đóng gói cẩn thận sạch sẽ,2026-05-03 09:44:01.300168
580,23,7,5,Hơi ít so với hình nhưng ngon,2026-05-15 01:16:01.300168
581,28,8,5,Đóng gói cẩn thận sạch sẽ,2026-05-17 14:08:01.300168
582,5,7,3,"Ăn vừa vị, giá cả hợp lý",2026-05-09 05:59:01.300168
583,3,5,5,"Giao siêu nhanh, shipper dễ thương",2026-04-27 05:30:01.300168
584,5,1,3,"Ăn vừa vị, giá cả hợp lý",2026-05-11 20:46:01.300168
585,54,1,4,"Giao siêu nhanh, shipper dễ thương",2026-05-18 07:17:01.300168
586,54,5,4,"Ăn vừa vị, giá cả hợp lý",2026-04-20 19:44:01.300168
587,99,8,5,Đồ ăn nóng hổi ngon miệng,2026-04-28 01:00:01.300168
588,66,1,4,"Ăn vừa vị, giá cả hợp lý",2026-05-17 03:32:01.300168
589,39,7,4,Đồ ăn nóng hổi ngon miệng,2026-05-05 05:56:01.300168
590,95,3,3,"Giao siêu nhanh, shipper dễ thương",2026-05-08 16:56:01.300168
591,21,6,4,Đồ ăn nóng hổi ngon miệng,2026-05-09 04:46:01.300168
592,75,1,3,Đóng gói cẩn thận sạch sẽ,2026-04-23 00:05:01.300168
593,75,2,4,Hơi ít so với hình nhưng ngon,2026-05-19 01:36:01.300168
594,100,5,5,"Giao siêu nhanh, shipper dễ thương",2026-04-28 04:06:01.300168
595,89,2,4,Hơi ít so với hình nhưng ngon,2026-05-16 22:56:01.300168
596,37,1,5,"Giao siêu nhanh, shipper dễ thương",2026-04-23 15:28:01.300168
597,15,3,5,"Ăn vừa vị, giá cả hợp lý",2026-05-07 12:30:01.300168
598,62,10,3,Hơi ít so với hình nhưng ngon,2026-05-01 22:23:01.300168
599,41,7,4,Hơi ít so với hình nhưng ngon,2026-04-26 14:33:01.300168
600,56,6,5,"Ăn vừa vị, giá cả hợp lý",2026-05-04 04:42:01.300168
601,10,5,5,Đóng gói cẩn thận sạch sẽ,2026-05-08 11:22:01.300168
602,23,5,4,Hơi ít so với hình nhưng ngon,2026-05-08 23:32:01.300168
603,91,8,4,"Ăn vừa vị, giá cả hợp lý",2026-05-06 10:33:01.300168
604,3,5,5,Hơi ít so với hình nhưng ngon,2026-05-18 19:59:01.300168
605,75,5,3,"Ăn vừa vị, giá cả hợp lý",2026-05-14 13:13:01.300168
606,24,8,4,Hơi ít so với hình nhưng ngon,2026-05-07 05:00:01.300168
607,82,6,3,Hơi ít so với hình nhưng ngon,2026-04-26 15:21:01.300168
608,39,10,4,"Giao siêu nhanh, shipper dễ thương",2026-05-19 13:38:01.300168
609,56,3,4,Đóng gói cẩn thận sạch sẽ,2026-05-13 10:36:01.300168
610,47,7,5,Đóng gói cẩn thận sạch sẽ,2026-04-22 05:22:01.300168
611,50,1,3,Đồ ăn nóng hổi ngon miệng,2026-05-19 15:56:01.300168
612,19,5,5,"Ăn vừa vị, giá cả hợp lý",2026-04-21 04:02:01.300168
613,85,2,3,Đóng gói cẩn thận sạch sẽ,2026-04-30 20:48:01.300168
614,88,6,4,Đồ ăn nóng hổi ngon miệng,2026-04-24 13:33:01.300168
615,40,1,5,"Giao siêu nhanh, shipper dễ thương",2026-05-19 07:52:01.300168
616,48,8,3,Đóng gói cẩn thận sạch sẽ,2026-05-09 13:21:01.300168
617,65,8,5,"Giao siêu nhanh, shipper dễ thương",2026-05-13 18:14:01.300168
618,91,9,4,Đóng gói cẩn thận sạch sẽ,2026-05-11 05:57:01.300168
619,16,8,5,Đóng gói cẩn thận sạch sẽ,2026-05-16 11:48:01.300168
620,65,1,4,Đóng gói cẩn thận sạch sẽ,2026-05-01 05:59:01.300168
621,98,1,3,Hơi ít so với hình nhưng ngon,2026-05-15 19:27:01.300168
622,26,8,3,Đồ ăn nóng hổi ngon miệng,2026-04-28 04:14:01.300168
623,8,2,4,Đóng gói cẩn thận sạch sẽ,2026-05-18 12:10:01.300168
624,97,5,3,"Ăn vừa vị, giá cả hợp lý",2026-04-20 18:52:01.300168
625,78,10,5,Đóng gói cẩn thận sạch sẽ,2026-05-01 04:44:01.300168
626,77,3,4,Đóng gói cẩn thận sạch sẽ,2026-05-04 12:40:01.300168
627,32,9,4,"Ăn vừa vị, giá cả hợp lý",2026-05-14 09:17:01.300168
628,28,1,4,"Giao siêu nhanh, shipper dễ thương",2026-05-09 21:12:01.300168
629,54,7,5,Hơi ít so với hình nhưng ngon,2026-04-28 02:24:01.300168
630,17,10,4,"Giao siêu nhanh, shipper dễ thương",2026-04-27 22:20:01.300168
631,53,10,4,"Ăn vừa vị, giá cả hợp lý",2026-05-12 20:39:01.300168
632,22,8,4,Đồ ăn nóng hổi ngon miệng,2026-05-08 21:30:01.300168
633,73,3,5,Đồ ăn nóng hổi ngon miệng,2026-05-12 08:04:01.300168
634,76,5,4,"Ăn vừa vị, giá cả hợp lý",2026-05-06 06:09:01.300168
